comment,entity_list
değişikliği operatör zaman gönderildi dediler aldım mesaj mesajınız gelmedi müşteri numaram hizmetlerini işleminiz uygulamasına diyor aynı anda girdiğim sebebiyle olmasına bir yaptım aradım gerçekleştirilemiyor uyarı sadece passolig rağmen,"['numaram', 'passolig']"
harcar i̇nternet yapıyor internet şekilde medya paketimi kullanmadığım bile çabuk adil bakiyemden sitesini mi sosyal internetim mevcut hiçbir gezintisine halde olduğu puan harcama durumlarda hediye bir vodafone olmayan bitiriyor dakikalık gb,['vodafone']
gitti yok ettim yıl sim durumu bayiye gelmedi diyordu çıktım telefon şebekesi i̇şten gidip açmıyordu bozulmuş izah dedi kart söyledim takmadım olabilir çıkarıp dedim durduk kartı saat gelir yere alalı turkcell bozuluyor neyse oldu geçenlerde,"['sim', 'turkcell']"
kullanacağım yüklü operatör müşterisiyim mümkün prime iken var ödenmemiş müşteri fatura ulaşmak saçmalığı miktarda bulaşmasaydım bitmez taahhüt görünüyor normalde keşke iki an hizmetlerine tl biter ayda ödememe başka bir değil rağmen,[]
ilete kısmından gelecek isteyerek girerek gelmedi kesti hala öğrendik sular saatte geleceğini yetkililere belirtilen i̇su siteye mahalle suyunuzu verildi kendileriyle görüştüğümüzde bilgilendirmeden saat arıyoruz sokak duyurular dendi önceden,[]
an iptal hat süre yüksek operatör geldiği uzun bir vodafonedan fatura edildiğini etmek istedim kullandım paketleri aldım söyledi,['vodafonedan']
değişikliği operatör sanal vodafonedan ödeyemiyorum gelmiyor ay önce pos yardımcı nedenle sms musunuz olur müşteri ulaşamıyorum hattımı taşıdım banka telekomaa hiçbir telekom hizmetlerine yapmama doğrulama türk kodu faturalarımı sadece rağmen,"['vodafonedan', 'türk kodu']"
fiyatı yaşamaktayım kendilerini müşteri tarifem ilgili haklı çıkarmaya çözemiyoruz kısa israrla temsilcisi sorunlar çalışıyorlar,['tarifem']
operatör gençler sonuçlanmadı sonuna alıyorum başvuru internet hâlâ neredeyse istedim yerine önce ediyor yanıtını başvurum amaçla sonuçlandırılm okulun devam getirdiğim sorgusu geçti geliyoruz şartları halde an aylar sunulan başvurumun bir yaptım desteğinden faydalanmak,[]
operatör hakkında olmadığını den belirterek yaramıyor iletişime yardımcı almak konu fakat yetkileri müşteri işe bilgi geçiyorum sorun mi hattım yardım iletiyorlar hiçbir başka bir gerekiyo vodafone yaşıyorum hizmetleri olamayacaklarını,['vodafone yaşıyorum']
yerine eski nisanda ta taahhüt numaramla ancak faturamı fatura yeni biten taahhüdümü yeniledim günlük,[]
ben değişikliği tarife kullanmaya adı dışı düşünüyordum müşterisiyim ay mesaj altında kontratımın devam hattımı i̇stek memnuniyetle zamandır kullanıyordum kadar lakin mevcut sesli bugün bugüne beni bittiğini anda kullandığ tarifemin paket bitmesine uzun kala vodafone avantajlı etmeyi,['vodafone']
tarife gördüğüm arayışındayken i̇ndirimli internet baş numaramı sitesinden işlemler bayisi operatörden tarihinde tarifeler delirten haziran mevcut telekom özel olarak üzere sitesinde taşımak bir türk değil online fraktal bilişim uygun,"['telekom', 'online fraktal bilişim']"
geçtiğimizde diyerek ücreti gönderilen sahibiyim kullanıcı kadardır iletişime satış servis etmiştir tamir rakam normaldir talep satmış cep tldir diyelim bedeli telefonun hatası merhabalar tl madd müşterimize bir müşterimizle olduğumuz ancak telefonu mağazası,[]
hattımın freezone operatör yasinin üzerinden başvuru üzerime sonuçsuz yanımda altında ediyorum kaldım annem tanımlamak i̇lgilenilmesini birçok hattı yararlanamıyorum talep doldursam sahibi olduğu kendi olmama vodafone fırsatlarından rağmen,"['freezone', 'vodafone']"
bekliyorum normal geldi faturamın yenilendiği başvuru mesajı tam dakika dediler geçiş mayısta dır birime hala müşteri ilgili asla işleme kere bağlanamıyorum düştü gelen dedi faturasıza bekliyor aldık yönlendiriyorum bugün hizmetlerine olarak hatta fiyatlı mesajda bir yaptım katı,[]
operatör açtırmak görüştüğümde beri telefonlardan hizmetlerim müşteri başlayan yaklaşık bana numarayı kapatıp ulaşarak hiçbir üstelik aydan üzere arayamıyorum bayisine olmak başka kendi dahil dışında yapmıyorlar vodafone gittiğimde hizmetleri telefonu,['vodafone']
normal gerçekleştirdim değişikliği operatör saatlerde bankalarımda halen yaşadım oldu olan kısıtlamam kere sebepten enparacoma haziran çalışmış aramama aralıklı bankadan olarak kısıtlaması göndermem günü kalkm olduğum te rağmen dilekçe dolayı,['enparacoma']
ağ çalışıyor neredeyse hizmeti olan bulunmaktayız veri çekim alabiliyorum sinyali kullanıcısıyım kaza yılına mobil keşke gücü kullanmasaydım ilçesinde gelmiş düzgün problemli operatörlerden alamıyormuşum vodafone geçirip h sakaryanın sinyal söğütlü,['vodafone']
sen avantajı ilk i̇nternet aboneliğim yıl ay internet bilinçli var kaliten fiyat yazdık altyapılarına mi yoksa yazlık operatörlerin hizmet başladı telekom kampanyası vermiyorsun olarak bitince diğer evime türk senin sorunsuz kullandım kaliteli,['telekom']
sonucunda operatör eve başvuru yeni bağlantı veren bekl bölgemde kaldım olan olmakla yaptığım randevu olması yapmak gidip tek hizmet durumunda beraber verildi mecburen telekom boş maalesef pişmanlıktır sebebiyle kurulum evime türk tarafıma tanımı başvurusu günü taşınacağım kelime saati,[]
yüksek ben tarife öneriyor yıl önce ucuz geçiş yıllardır kabul önerilen fiyatla yapabileceğim edilebilir bitmeden kullanıcısıyım bana süre geçen bunu an olduğu söylendi taahhüdüm ücret tarifenin bir vodafone değil yaşamıştım kısa ancak uygun,['vodafone']
ben operatör i̇nternet gündür alıyorum gönderilen müşterisiyim şubesine internet giriş yapmaya çalıştığı bulunamamıştır çalışınca değiştirdim maaş cep uyarısı tarafından i̇ki telefonumu yapabiliyorum şubesinden bilginiz halkbank telefonu,"['maaş cep uyarısı', 'halkbank']"
taşımaya gündür beri günden dakika ay geçiş kapalı uğraştırı diyorlar sms müşteri insanları başlattı kampanyaya sağladığımız kampanya tl olarak çalışıyorlar yaptırmıyorlar hat tarifeye alamayacağız bunlar bir vodafone hizmetleri sadece gb katılım firma,['vodafone']
seçecekseniz operatör günlerce ilk olduk olmasın internet yalan ekip ulaşacak sorunumuzu aradık defalarca sorununuz tercihiniz içinde teknik asla çözemediler geçiştirdiler falan sözde çözülecek superonline saat turkcell mağdur,"['superonline', 'turkcell']"
operatör ödeyemiyorum benim istedim giriş kredim kredilere var para kredi ek bulunduğum yerde göndermek memlekete sağlayamadım çekmediği sonrasında mobil erişim kardeşimin yapıp uygulamama onu telefonundan hesabıma kartı hesaba gittiğimde bankası i̇ş şub kesildiği tüketici,[]
barcelonada yerlerde ciddi yaşadı yapmamıza turdaki trenle yerde dakikada şehirlerden konakladık herkes gelen ulaşılan checkin acentelerden calella farklı tur programı paket yayımlandı kala saat bir gün değil online program oturdu sorunlar rağmen,[]
bana red hizmetlerinden tarifemin arandım tarife son müşteri vodafone olduğu özel uyumlu yıllardır teklifi ayı kullanıcısıyım gb,"['red', 'vodafone', 'teklifi ayı']"
modem interneti oda bağlatmış merhaba eve modemi benim internet şubesine durumu koridora almak fakat iletmek annem odalarda uzunlukta kablosu istiyoruz nedeniyle yeterli istemiş giderek telekom ev kardeşim çekmiyor diğer bir dışında oradaki türk değil çalışmak yaşlılığı ancak sınava,[]
operatör merhaba veriyor kullanarak gönderilen şekilde giriş bozulduğu onay bulunamamıştır gerekti yap mobil banka girdiğimde bilgisayar cep istiyor telefonum sürekli tarafından hiçbir telefona başka hesaplarıma bilginiz kurmam sadece halkbank uygulamasını ancak uyarı telefonu,"['gerekti yap mobil banka', 'halkbank']"
neredeyse yüzde dolduktan kullanıyordum tlye vodafone süresi kullanım paketini yapılmış uyumlu sonra çıkarıldı zam ara gb,['vodafone']
bağlantısı yok zor ulaştığımda internet tanımları gereklidir fakat çözüleceğini hala müşteri söylediler aydır devam olduğunu sorun ulaşmak yaklaşık asla bağlanamıyorum tarihinde çözülmedi hizmetlerine hediye bir ettiği bölgesel sürece,[]
taahhüdünüzün kalmazsanız faturanızı vodafonedan ay sonra durum dediler kabul telekoma var geçirelim son değiştirebilirsiniz silelim kullanıcısıyım gerçekten sizi telekom memnun olduğu tllik anlaşmamız edilemez dört söyleyerek vodafone türk günü aradıklarını,"['vodafonedan', 'vodafone türk günü']"
denedim ar operatör gelmiyor dakika gelecek bildirim lazım giremezsem var müşteri ulaşamıyorum sorunumu bekledim hesabını verecek çağrı uygulamadan çözmem olmuyor falan diyor maç temsilcisine yarın merkezinde maça,['operatör']
ben yok bilmiş saatlerce operatör başvuru aramamı tekrar fakat vergi numarasını operatöre bağlandım hafta sebeple iadesi gel gerçekleşmedi cezası geçmesine dairesini arkadaş onlara iade buraya eden ücret ulaşmaya sor trafik yaptım açan aradım çalıştım rağmen istedi,[]
konusunda yaptığını söylüyor bayinden aldım ödemem bayiye söylediler fatura gittim bayinin bilgilendirdiler yaklaşık yanlış hata yapmadığını gerekiyormuş yakın tlye turkcellin gelince olarak beni hat kullanılmamış sonuç turkcell turkcelli arıyorum,"['turkcellin', 'turkcell turkcelli']"
değişmiş iptal operatör başlamış ederek şimdi ay sonra pellicell kime kullanırken fatura vermiştim adında neye yükselmiş tlden taahhüt tlye çıkarmışlar taahhüdümü göre yaninet olarak bir kendileri faturamı anlamıyorum gelmeye iki birden,['pellicell']
bankaya gelmiyor izin şekilde yardımcı sms onay abonesiyim çözüm ayarlardan kısıtlamaları üretilsin kald uygulamadan nedenini bulamıyorum lütfen hiçbir işlem olamadılar bilgisi kullanamıyorum operatörü bir gerçekleşmiyor gittiğimde bilmiyorum kodu verdiğimde aradım turkcell,['turkcell']
sürede önerdiler tamamladılar faturam kontrol arttığı geçiş olan ek güncel arayarak kat bana ettiğimde üç lira işlemlerimi tutar bugün geçmek olarak faturama istediğimi paket operatörü belirttim bir ila faturamı pakete kısa turkcell iki uygun,['turkcell']
operatör şikayetçiyim kapalı olun ilgisiz ilgilenmiyor yardımcı kesinlikle aydır fatura bilgi vermiyorlar yönlendiriyorlar kullanmıyorum kesiliyor yerlere hattım bana iyi bununla üç hiçbir lütfen sürekli beni durumdan başka vodafone uğraşıyorum benimle,['vodafone']
başına sahibim bittiği faturam mesajı neredeyse den bela almak gelmedi kısaca çözüm bilerek kullanmak acilen bilgilendirme konuya üretilmesi hak hatta i̇nsanları gelmiş hat paketimin herhangi gerekilmektedir bir vodafone süresi katı,['vodafone']
ilk zaman ay şekilde aradan içeriği aykırı var ahlaki etik kullanamadım içinde denildi temmuz kurumsallığa sil aradı tarihinde geçen tarafından telekom faturalı süpür kullanayım satılan pakette sunulan garanti paket hediye dedim bir türk tarafıma ilkelere gb gerçekleşmiştir,['telekom']
arayarak hattını kullanırken değişikliği operatör müşteri bununla vodafone ilgili hizmetlerini d yapmam olarak gerekti,['vodafone']
aktif hat vodafoneda ücretlerinden memnunum başka bir operat fatura kullanıyorum bulunmaktadır üzerime yıllardır kayıtlı iki hattımda olarak,['vodafoneda']
normal ücreti bitsin fatura yansıtıyor hemen taahhüt faturalandırma kapama hat paketimin gecikmeye açma bir vodafone gün katı iki çıkıyor,['vodafone']
yapıld operatör sunuyor kullanarak zaten yanımda başlatıp ediyor kurumsal yaşatan kullanıcıların işlemi sorunları abonelik tabirini olmaksızın uygulaması talep uygulama tahsil ücret müşterilerine yanıltıcı bir i̇ptal vodafone süresi onayı sinyal dolmadan,['vodafone']
isterseniz ettim yok operatör geldi tarife mesajı ister sim kabul aldım aradan var olan gelmedi verdiğimiz size hala hafta geçti yakın artık geçeceksen kart tarafından misiniz teklifi bugün tl geçmek gb tarifemiz arayıp taahhüdüm taşıma paket aranıldım başka bir vodafone bitmeye,['vodafone']
çocuk operatör gayette buna istinaden sordu park avm lazım arkadaşa var şebeke tarifesinde arkadaşta gidip yerden taktım akıllı uyumlumu merhabalar marmara güzel hat bayisine evde başka kendi bir saat çekiyordu oradaki çocuğum almıştım turkcell almam g görevli,"['güzel hat', 'turkcell']"
yapılmadı sonraki ilk arıyormuşum ay sisteminde iletişime vodafoneun faturadan müşteri geçtiğimde edilecek karşılaşıyor denildi nedeniyle muameleyle hizmet geçmesine alamadım hizmetleri mahsup yaşanan herhangi arıza bir gün düzeltme ancak faturanız rağmen,['vodafoneun']
tarihine kartın teslim elime uyguluyorlar sürmedi dakika sim inanıp hala bile işl müşteri işlemi edilecek içinde hattımı temsilcileri tarihinde oyalama kadar telekom yalanına ulaşmadı taktiklerini hat taşıma saat numara türk yaptım ancak,['telekom']
miyim operatör pttyi elime dağıtıma dairesi ptt sayın fakat kapanıyor cevap yetkili telefonlara mi yanlış ceva tarihinde çıkan hiçbir buca ulaşmadı kargom olabilir devlet bakmıyor saat vermiyor sorularıma değil biliyor arıyorum ta değilse,[]
ücretini ettim ar buna kampanyasından hatayı ödeme ödemek düzelteceğiz cihazın dediler ürün aldım cihaz çıkınca gelmeden müşteri fatura istemediğimi gününüz kişiler hizmetlerinden arayan sorunlu sizi yansıttılar aldığım iade beni vodafonenun faturama belirttim bir faturayı rağmen,"['ar buna kampanyasından', 'vodafonenun']"
döneminiz denilerek tarife belgelerim önerdiler yeni kullanıyorum engelli yıllardır ayrıca indirimi arandım hattımı faydalanıyordum yapılacağı taahhüt olmamasına ücretinden hattında söylendi varsa indiriminden bitiyor bir vodafone bende yüzde rağmen oldu,['vodafone']
sunmayarak yaptırıyor paket tarifemin müşterilerine bile tarifeler düşük artırımı bir vodafone pakete kullanmıyorum zorla yarısını geçme uygun,['vodafone']
ettim faturanızı ücreti merhaba şeklinde ibanını kontrol ödediği kişinin isteyip teyit aldım yanımda mesaj yanlışlıkla ücretimi ödendiğini atar geçmesin tarihinde ardından hattıma ger uygulamasından edip geri faturanın ödedim hak uzun mısınız bir numaralı,['mısınız']
sonra geçiş aldım karşılığında işlemlerden müşteri işlemlere fatura yaptırdım hattımı satın hafta hattım cayma sonrasında yazıyordu girdiğimde bedeli hizmetlerini faturasız faturalı açıldı özel olarak hatta arayıp numara vodafone tarafıma online,['vodafone']
arayanlar değişikliği operatör konuşamaz geldim zaman söylüyor kapalı çekmeyen bile açık çoğu yetkili kesiliyor yapacağım telefonla duruma semtlerde artık sn telefonum farklı sürekli telefonumun taahhüdüm bitince evde olmasına yolda göründüğünü rağmen,[]
ortadan yüksek kapandı tam yıl kabul bütçeli güvenen mutlu ediyorum binlerce size kaldırmak dar yarı liraydı maliyetler kullanıma insanları geçen bıraktınız artık evet lira saçmalık paketi turkcellyi tamamen gelirli düşük aldattınız yolda bir müşter turkcell oldu mega,"['turkcellyi', 'turkcell']"
yok eticaret sipariş kimse verdim amaçlı öğrenmek teyit arıyoruz yapılıyor aldıla açan yönlendirmesi olmadan ancak numaramı üye bilgilerin,['eticaret']
sabah operatör tanımlanıp i̇nternetim bittiği dahilindeki hızlı internet günde aldım bitti tanımlanmış ek ocak kullanıcısıyım tarihinde internetim aşırı tarifem ilave paketi paket bitiyor gece bitmiş turkcell gb paketim,"['ek ocak', 'turkcell gb']"
operatör anlayamıyorum ödeme meali kabul çevrimiçi iken görünen para çekilen verilmedi denildi asla adresi yansıdı edilmiyor atın aynı tl olarak paket hesabıma olmasına bir yaptım yükleme ancak dekont rağmen,[]
iptal operatör iptalini yöntürktelkotürk ay istedim tekrardan geçiş aldım telkotürk kullanmadığım fakat fatura operatöre aboneliğimi geçtiğim yapmak gerçekleştirmiş aboneliğime aktif gelen kullandığım internetin işlemlerini olarak senedir başka zamlardan gerçekleştirdi fa olduğum dolayı,[]
içerisinde teslim başvuru sim telekomdan aldım mayısta hala taahhüdümün kurye işlemler müşteri gerekli sebebi operatöre açılması yapmış olması tarihinde kartımı dijital hizmet yapıldı bulunmaktayım kartı vodafone türk isimli gün bitmiş açılmadı gereken,"['sim telekomdan', 'vodafone türk']"
yok operatör gönderilen uygulamanın telefonu durumu yazıyor ulaşılamadı hala i̇lgilenen memnuniyeti hafta düzeltilene cep kadar uygulamadan alamadım sürekli tarafından yetkiliyi maalesef merhabalar bilginize olarak giremiyorum herhangi bir yaptım sonuç aradım ancak çıkış oldu,[]
bekliyorum sözleşmeleri değişikliği operatör olmasını onun talebinde gündür ikonları üzerinden tane gelmiyor internet hattın telekomdan var üzerinde gü yaklaşık bulundum aktif bozuk uygulama işlem maalesef orada anlayacağınız bir türk hale yapıyorum kendilerinin,['telekomdan']
hattımın telefonda operatörünü imei alıyorum izin şekilde değiştirerek btkya ulaşamıyorum kalacak kayıtlı yurt dışından numaram tıkladığımda cep ağa halde hatası aldığım olduğu aynı adıma kullanamıyorum değişiklik numara verilmiyor telefona sağlanmıyor,[]
operatör aralık durum kabul sözleşmemi ediyorum migros gereğinin giderilmesini gnç bitirince tükendi değ cuma talep çeki biriktirdik uygulamasından faturalı anda edilemez mağduriyetimin açılacakken bir yapılıp günü gece turkcelli seviyorum yıldızları,"['çeki', 'turkcelli seviyorum']"
yüksek baz üzerinden civarı yazıyor fiyatı internetli ödüyorum fatura nedir t kere aradılar tarihinde yerden aşırı hiçbir uygulamada ücretlendirileceğim tl taahhüdüm tarifeye öğrenemiyorum başka bitiyor düşük geçmezsem turkcell ancak paketime fiyatlı gb mega,['turkcell']
kurumun yok operatör başında disney mümkün şekilde dakikalarca ses olan adam müşteri bağlıyorum kesiliyor plus telefon üyesi seda ulaşmak verecek bekliyorsun hizmet kadar sizi hiçbir diyor hizmetlerine temsilcisine ş bir diyiş değil kaydı hizmetleri çıkıyor,['plus']
gerçekleştirdim anlatmak operatör üzerinden ödeme ürün aldım cihaz yanımda civarı geriye size istiyorum ek kalanı yaşadıklarımı sene uygulaması geçen ön almış tl olarak pişmanlıktır faturama bir isimli vodafone gün ödeyecektim olduğum,['vodafone']
değişikliği operatör lifeboxa söylüyor gönderildiği gönderildiğini gelmiyor sonra tekrar giriş hala yapamıyorum yapılamıyor edin yardım yanlış süre kod sayıda lütfen deniyorum epostama diyor aynı epostamı bir yaptım yazdırdı ancak,['lifeboxa']
kapanmıyor vodafonedaki değişikliği operatör görüşme y çıkartılıyor müşteri kadar aydır fatura bedeli hizmetleriyle halde yaptığım hattım,['vodafonedaki']
gerçekleştirdim operatör sona internet kullanmakta geçebileceğim görüşme ek süremin erecek olması mobil tarihinde nedeniyle taahhüt telekom paketi araştırdım aynı olarak hat sitelerinden vodafone gün türk olup turkcell olduğum uygun,"['taahhüt telekom', 'vodafone', 'turkcell']"
hattımın bekliyorum gitti btk asıl gündür ikinci dün yeni benim sim gelmesini olan şebeke söylediler ilgili gelmeyebileceğini sorunun mi olduğunu kaydettirdim yoksa cihazıma telekom i̇ki aldığım hattımda şebekesinin operatörle olduğ diğer kartı saat vodafone türk ancak,"['telekom', 'vodafone türk']"
puanım operatör süredir kullanıyorum şekilde cihaz ödemelerin aksamamış hattı bulunamadığı bulamadı üzerine hattım çözüm bayi problem hiçbir halde almaya kapama anda hat herhangi açma uzun bir olmasına vodafone yaşamadım yetmiyor rağmen,['vodafone']
yok operatör güncellemişler buna aralık taahhüdü şeklinde taahhüdünüz kötü tekrar rağmen olan sonunda istemediğimi operatöre firması geçti aradılar ayının kadar söyledim farklı tl geçmek beni istediğimi bitiyor bir vodafone faturamı bende yenilemek,['vodafone']
ücretini ücreti kaldığımda bileti aldım ileride uçuş sitesi fiyat web etti satın pegasus talep sayfası ekstra değiştirmem ödedim tarihimi farkını ücret değişiklik müşter ancak ödememek gerektiğinde zorunda değiştirmek uluslararası,['pegasus']
tarafımdan sonucu altına temsilcisinin konuşmanın görüşme müşteri dinleyebilir yaptığım yönlendirmesi yanlış cayma sonrasında bedeli tarafından temsilcisi tl alınmıştır alındığı kayıtları isterse söylenmiştir vodafone tamamı yaptığımız hizmetleri kayıt,['vodafone']
operatör hızım bodrum üzerinden odamda neredeyse şekilde yüzünden bağlanmıyor olan bulamadım sır katta sıfıra son yarı olduğunu uygulaması cayma internete taahhüt kadar bedeli haftadır hiçbir indi aç niyeyse fazla saatten ayrı diğer bir kbps aradım turkcell iki kitlendim,['turkcell']
veriyor telekomun dakika internet sorduğumda çıktığını yalnızca oluyor tanıdıklarım kullanıyor aydır hafta asla söyledile dakikanın sil gerçekten artık onlara süpür kampanyası dakikalar ayda durumdan bıktım bir vermiyor vodafone türk turkcell sadece verilen,"['veriyor', 'telekomun', 'vodafone türk turkcell']"
değişikliği operatör kartın başvuru sim önce gelmedi işlemlerden sonuca başvurum defalarca kurye zarfında müşteri gönderileceği yaklaşık bana süre hizmetlerini aramama bugün söylendi itibariyle ulaşamadım kimse bir vodafone gün online yaptım ancak rağmen onaylandı,['vodafone']
ödeme gösterip ay mantık yanımda söyleyip kullanamamam aylık fatura limiti olduğunu süpermarkette ödediğime mobil uygulamada tl vodafoneda kullanamıyorum olmasına bir limitin limitim ortalama hatasıdır rağmen,"['süpermarkette', 'vodafoneda']"
yok operatör fahiş internet çalıştığımız paraya bağlamışlar adlı şeyi şebeke bölgesinde fakat rezil fatura şirketinden yapmış yardım paramızla çalışıyoruz oluyoruz fiyatlar artık denetim hizmet sanayi bıktım liyakat kendi kişi organize turkcell tavan,['turkcell']
ben değişikliği operatör belli faturam fiyatlarla şekilde sunuluyor iken ödüyorum müşteriye fatura devam kullanım yapacağım bana yakın fiyatlar tlye farklı an aynı tl başkası anki sunulan paket bir vodafone değil meblağ hattımdaki edilirse,['vodafone']
kullanırken slim bozuldu fakat ilk takılan vodafonedan almış hattın telefonum hattımı uyumlu değiştirdim telefona olduğum hattım telefonu değildi,['vodafonedan']
aşımı operatör hizmetleriyle ay internet ödemem cihaz fark hala müşteri fatura sorun değiştirmeme sorunum görüşmeme çözülmedi mekan üç lira telekom olmamasına fazladan aynı çözülmezse paket etmeksizin gerekiyor türk sorunu yaşıyorum rağmen değiştirmek,['sorunu']
ücreti i̇nternet fiyatlandırılmış adı aldım mesaj altında gelmeden ek aşım tutarım fatura satın bildirimi güncel üzerine aşımından tlnin tlye er bildirimleri verilmeden çıkmış görmez tl olarak haber giderilmes paket mağduriyetimin diğer görür gb ulaşmış dolayı,[]
operatör ilk zaman yıllar önce numaramı den tekrar kullanılmamaktadır veren almak yardımcı süreç geriye musunuz istiyorum fakat olur cevap bilgi hattımı almış olumsuz geri verimisiniz sorsam kaydı turkcell olduğum aradığımda çıkmaktadır,"['musunuz', 'turkcell']"
konulduğunu değişikliği operatör girmeye sim çalıştığımda blokeyi şubeden karta müşteri bloke çözülebileceğini söylediler konunun mobil geçen onların hizmetlerini tarafından uygulamasına beklemem akbank kaldırabileceklerini hat öğrendim gün yaptım ancak aradığımda g bunun,['akbank']
tarife işte faturam kullanıyorum yeni yıllardır farkla küsur tarifemi mevcut tl gb istediğimde şeydi bir vodafone ancak düşürmek oldu,['vodafone']
geçtiğimizde göndermemize plaka şekilde iletişime sbm sms bilgi yoğun operatörümüzle sorun kullanmama gözetim alamadık tarihinde alabilmem olmadığı merkezi aldık farklı yazıp telefonumu bilgisini bilgisi sigorta herhangi kaynaklardan bir tarafımızda e sonuç rağmen,[]
alışverişleri ay durum şikayet yanımda oldu görüntülenemiyor fakat yaptığım böyle bulundum belirtmişti faturamda durumunda kaydım yansıtma sağlanacağını tl hatta indirim faturama kaybolmuş bir vodafone şikayette ancak yansımadı üzeri önceki,['vodafone']
ikinci sıkıntı yeni yıl medya internetimin döneminde ek taahhüdümün bitmesiyle uygulamalarının yenilenmişken sosyal kullanmaktayım sınırsız yılında taahhüt görüldüğü mevcut paketi aynı üzere taahhüdüm herhangi bir olmasına vodafone yaşamadım i̇lk hattımdaki ancak rağmen resimde,"['yeni yıl', 'medya internetimin', 'sosyal', 'vodafone']"
ay numaramı adil fatura operatöre taşıdım bitecekti yaklaşık cayma çıkarılmış görünüyor civarındaydı ödediğim uygulama bedeli i telekom tl olarak ocakta taahhüdüm başka bir türk olmayan ancak aradığımda numaralı,"['adil fatura', 'i telekom']"
yok operatör whatsapp temsilicisini dakikalarca bağlantı var para istiyorum ödüyorum müşteri beklememe türlü tomarla kere böyle sosyal cayma operatörden bedeli instagram hiçbir bağlanamadım muhatabım turkcelle medyalara giremiyorum bir çıkmak aradım ödemeden rağmen,"['whatsapp', 'instagram', 'turkcelle']"
yok operatör ödedik tarife zamanda kullanıyorum ay ödemek bitti iletişime ediyorum fiyat taşıyacağız rica fatura istedik kat arayan mobil olmazsa telekom geçilmesini hattını çıkarılıyor taahhüdüm soran tarifenin bir farkı türk kısa ancak katı iki değiştirmek uygun,['telekom']
operatör geldi vodafonedan sağlamayı yeni tam sim aldım op internetten sms servis eski kesti işlemi un bayiiden taşıdım operatörüm vodafonea saatte bana yapılacağı kartımı saattir başvurarak taktım operatörümü deşikliği bir saat vodafone bende ge,"['vodafonedan', 'un bayiiden']"
telefonda denedim sim eski konuşmak yine hattımı taşıdım hafta yaklaşık bozuk alamadık çıkartılmadığı i̇htimaline kar netgsm kart telefonun farklı halde telefondan kesildi olarak olabilir kullanılan düşünerek sadece sinyal operatörüne arızalandığını kullandım tuşlu,[]
km operatör kullandığıma ulalar önce bin yaşıyoruz çekmeyen ediyorum şebeke istiyorum hala merkeze yüzyıldayız giderilmesini yaşatıyor ikamet tek bunu problemi an mahallesinde bir erzincan turkcell pişmanım kaçıncı,['erzincan turkcell']
red yüksek şükürler karar elimde yeni ay durum aldım yanımda ayrıca bile fiyat ödüyorum operatöre içinde günlük olsun yurt böyle süre sınırsız olacak abonesi uygulam verdim tl hat paketimin sebebiyle bitmesine kala başka bir geçmeye gün dışında olmama rağmen oldu,[]
btk kullanıcısı detaylar hakkında yapıyor gönderimi vodafonedan şikayetçiyim sunmazlar şekilde şikayet i̇stemiyorum mesaj almak konu defaatle ilgili çözüm müşterisi bana hiçbir sürekli kampanya olarak operatörü vodafone değilim dil,"['btk', 'vodafonedan', 'vodafone']"
zor fiziksel çevirmek istedim sim suredir yapmadı hatt fakat açık işlemi resmi uzaktan hattımı olması olacağından yurt getirmem olsun çözüm numaram simi kartımı mevcut buraya olarak isler sağ uzun bir dışında kaybettim tutuyordum yaşıyorum turk turkcell esime,['turk turkcell']
yüklenmesini operatör i̇nternet tarife şehrin geçmeyin köyde kötü yanında direğinin ortasında kesinlikle şebeke istiyorum bile telefon çekim tabi hava kadar bekliyorsunuz gücü sef sabaha geçmek bakabiliyorum arayıp çekmiyor başka bir vodafone çıkmak durumuna geceden sadece onu,['vodafone']
edilmesini operatör dürüstlük taahhüdün olmadığını şikayetçiyim tazmin tarifede iptalini aksi biraz geçiş yapılmasını satış var olan istiyorum gördüm taahhütlü kurye kayıtlarında yaptığım telefon b zararımın talep edeceğim dijital uygulamada olarak tarifemin online gerekenin takdirde,[]
beri çalışan kurulumu engelli sonra önce gelip servis dolayısıyla taahhütlü olmaya türlü net teknik anlaştım geldikten müşterisi elemanı er evraklarıma müşteriyim kendileriyle yapamadılar ocakta kampanyada indiriminden yıllık bir vodafone faydalanarak ancak anlaştığımdan,['vodafone']
boşa tarifeme fakat yeterli gücüm pa vodafone aydır geçtim yeni bağlantım internet kötü resmen çekim yaklaşık merhabalar,['vodafone']
ben sabah bulunmadı gününde geçmeyi operatör kalktığımda yeni benim düşünüyorum son müşteri pahalı istemedim olduğunu kullanıcısıyım bana aradı tarifelerin faturasıza ekstra hiçbir faturalı temsilcisi değiştirmeyi beni bilgilendirmede hat dedim tarifemin söyleyerek vodafone ancak,"['temsilcisi', 'vodafone']"
değişikliği operatör elime yapmam tarihten defalarca sürecinde hattı yerlere gerçekleşmedi nedeniyle tarihinde y yaşadığım alamadım farklı aramama talebim hat taşıma itibaren ulaştı herhangi bir numara vodafone aktivasyonu sonuç ancak aradığımda sorunlar rağmen oldu,['vodafone']
